33.8,19.93
29.9,19.87
31.8,19.90
29.4,19.90
30.8,19.90
32.9,19.90
32.8,19.93
32.3,19.93
33.4,19.93
31.4,19.95
30.4,19.95
30.9,19.98
30.8,19.98
30.4,20.01
29.9,20.01
47.4,20.06
30.8,20.01
31.4,20.03
32.8,20.03
31.4,20.03
36.1,20.06
31.8,20.03
28.8,20.06
32.8,20.03
29.4,20.03
33.3,19.95
31.4,19.95
33.3,19.87
31.8,19.90
31.4,19.93
31.4,19.95
31.4,19.95
30.8,19.98
31.8,20.01
30.8,20.03
29.9,20.03
31.9,20.03
30.8,20.03
30.9,20.06
30.9,20.06
32.9,20.06
28.8,20.06
30.9,20.06
32.4,20.06
30.4,20.08
29.9,20.08
29.9,20.08
30.9,20.08
30.9,20.08
32.9,20.06
31.9,20.08
31.4,20.08
30.8,20.08
32.8,20.11
34.6,20.08
31.9,20.08
32.8,20.08
30.4,20.11
32.4,20.08
31.9,20.08
32.4,20.11
32.4,20.08
31.5,20.11
30.4,20.11
29.4,20.11
30.4,20.11
30.8,20.08
34.8,20.08
30.8,20.08
30.8,20.08
32.4,20.08
30.4,20.08
31.9,20.11
32.9,20.08
31.9,20.08
31.4,20.11
32.4,20.11
31.8,20.11
30.8,20.11
30.4,20.11
31.4,20.11
29.4,20.08
30.8,20.08
32.8,20.08
31.8,20.08
30.4,20.11
31.5,20.08
31.8,20.11
32.9,20.11
33.3,20.11
30.4,20.06
32.4,20.06
32.4,20.06
30.4,20.06
32.4,20.08
30.8,20.06
31.8,20.06
30.9,20.08
31.9,20.08
29.9,20.08
30.4,20.08
30.8,20.08
29.4,20.08
31.8,20.08
30.4,20.11
30.4,20.11
29.9,20.11
28.8,20.11
34.7,20.11
30.8,20.11
31.8,20.11
31.9,20.11
32.4,20.11
30,20.11
32.4,20.14
31,20.14
29.4,20.14
30.4,20.14
31,20.16
30.4,20.11
32.4,20.11
29.4,20.11
29.4,20.11
31.5,20.14
30.4,20.11
31.9,20.11
31.8,20.11
30.4,20.14
31.4,20.11
29.4,20.14
31.9,20.11
31.4,20.11
30.9,20.08
31.4,20.11
32.8,20.11
33.8,20.11
32.4,20.11
33.3,20.11
30.4,20.11
31.5,20.14
30.9,20.14
30.8,20.14
31.9,20.14
30.4,20.14
30.4,20.14
31.4,20.11
32.8,20.11
30.9,20.14
31.4,20.11
31.8,20.14
31.9,20.14
30.4,20.14
30.4,20.11
32.4,20.11
31.4,20.11
33.4,20.11
32.8,20.11
31.4,20.11
32.9,20.14
31.5,20.14
30.9,20.16
30.8,20.16
31.8,20.14
30.8,20.14
29.4,20.16
30.9,20.16
30.4,20.14
30.8,20.14
31.5,20.16
34.2,20.16
30.9,20.16
32.9,20.16
29.9,20.16
29.9,20.16
34.8,20.19
30.8,20.19
30.3,20.16
31.9,20.16
31.9,20.16
31.9,20.14
30.4,20.16
33.8,20.16
31.9,20.16
31.9,20.14
30.4,20.16
31.8,20.14
31.4,20.14
30.3,20.14
30.9,20.14
31.8,20.16
31,20.16
30.9,20.16
31.9,20.14
30.8,20.16
30.4,20.16
30.4,20.16
31.4,20.11
31.4,20.11
32.4,20.14
33.3,20.14
31.8,20.14
30.8,20.14
33.3,20.14
31.8,20.14
30.4,20.14
33.8,20.16
34.3,20.14
32.9,20.14
31.9,20.11
31.4,20.14
31.4,20.14
30.4,20.14
30.9,20.16
29.4,20.14
30.9,20.14
32.4,20.14
31.5,20.16
32.9,20.16
31.9,20.16
30.4,20.16
33.8,20.16
31,20.16
29.4,20.16
30.4,20.16
30.4,20.19
31.5,20.16
30.4,20.16
30.4,20.16
30.4,20.16
30.4,20.16
30.4,20.16
36.2,20.16
30.4,20.16
29.4,20.14
32.9,20.14
31.5,20.16
32.8,20.14
31.9,20.16
35.4,20.16
31.9,20.14
29.9,20.16
30.4,20.14
31.5,20.16
31.4,20.16
29.4,20.16
30.4,20.14
30.4,20.14
28.4,20.16
31.9,20.16
31.8,20.16
31.4,20.16
32.4,20.14
31.5,20.16
31.4,20.16
31.8,20.16
31.4,20.16
32.4,20.16
31.4,20.14
32.4,20.22
31.4,20.19
31.5,20.19
31.8,20.22
30.4,20.22
31.9,20.22
30.9,20.22
31.4,20.24
30.9,20.22
31.9,20.22
31.9,20.22
32.3,20.22
28.4,20.22
31.5,20.22
31.4,20.19
32.9,20.22
29.4,20.22
29.9,20.22
31.5,20.24
30.8,20.22
31.4,20.22
30.4,20.22
31.4,20.22
31.4,20.22
30.4,20.22
31.4,20.24
31.8,20.22
31.9,20.24
31.8,20.22
32.4,20.22
29.4,20.22
31.9,20.24
31.8,20.22
31.4,20.22
30.4,20.24
31.5,20.24
31.4,20.22
31.4,20.24
30.4,20.24
32.8,20.24
33.8,20.24
31,20.24
31.4,20.22
31.4,20.24
31.4,20.22
31.8,20.22
30.4,20.22
30.4,20.24
29.9,20.24
28.4,20.24
31.9,20.24
31.5,20.24
31.4,20.22
31.4,20.22
30.8,20.24
30.4,20.24
29.4,20.24
31.9,20.22
31.4,20.24
31.4,20.24
33.8,20.24
32.4,20.24
31.8,20.27
31.9,20.27
32.8,20.27
31.4,20.27
44.9,20.27
30.4,20.24
32.8,20.24
29.4,20.24
31.4,20.24
33.8,20.27
29.4,20.22
33.3,20.24
33.4,20.24
31.4,20.24
45.8,20.24
32.4,20.24
30.9,20.24
30.4,20.22
32.4,20.22
32.8,20.27
31.5,20.24
32.9,20.24
31.4,20.27
30.4,20.24
35.9,20.22
32.4,20.22
31.4,20.19
29.4,20.16
31.5,20.16
30.9,20.16
30.8,20.16
31.5,20.16
30.8,20.14
32.5,20.16
35.6,20.19
30.4,20.19
30.9,20.19
34.7,20.19
31.9,20.22
44.9,20.24
30.9,20.24
32.4,20.22
30.4,20.22
35.6,20.22
30.9,20.24
30.4,20.24
30.4,20.24
29.4,20.24
30.4,20.22
31.4,20.24
30.4,20.27
31.8,20.27
30.8,20.27
32.9,20.27
29.9,20.27
30.9,20.19
30.8,20.16
31.9,20.16
30.4,20.16
31.4,20.16
30.4,20.16
30.4,20.16
29.9,20.16
30.4,20.16
31.4,20.16
32.4,20.19
32.4,20.22
31.5,20.19
31.8,20.19
32,20.19
30.8,20.22
32.3,20.22
31.5,20.22
30.4,20.24
31.8,20.24
30.4,20.24
33.3,20.24
30.4,20.22
31.4,20.24
30.4,20.22
34.6,20.24
31.4,20.24
30.4,20.24
31.5,20.24
31.8,20.24
30.4,20.27
30.4,20.27
32.4,20.27
31.4,20.27
29.4,20.27
30.9,20.27
32.8,20.27
31.4,20.27
30.9,20.27
